day,hour,soc,action_power
40,14,0.62,0.4
40,15,1.0,0.4
40,16,1.0,1.94990192e-12
40,17,0.57894737,-0.4
40,18,0.15789474,-0.4
40,19,0.0,-0.15
40,20,0.0,0.0
40,21,0.0,0.0
40,22,0.0,0.0
40,23,0.0,0.0
41,0,1e-12,9.5e-13
41,1,2e-12,9.5e-13
41,2,3e-12,9.5e-13
41,3,0.38,0.40000000000095004
41,4,0.38,9.5e-13
41,5,0.76,0.40000000000095004
41,6,0.45673684,-0.2881
41,7,0.29231579,-0.1562
41,8,0.29231579,9.5e-13
41,9,0.067368421,-0.2137
41,10,0.0,-0.064
41,11,0.0,0.0
41,12,0.03933,0.041400000000949996
41,13,0.41933,0.40000000000095004
41,14,0.79933,0.40000000000095004
41,15,1.0,0.21123158000095
41,16,0.868,-0.1254
41,17,0.44694737,-0.4
41,18,0.025894737,-0.4
41,19,0.0,-0.0246
41,20,0.0,0.0
41,21,0.0,0.0
41,22,0.0,0.0
41,23,0.0,-1e-12
42,0,0.0,0.0
42,1,0.0,0.0
42,2,0.38,0.40000000000095004
42,3,0.62,0.25263158000095004
42,4,1.0,0.40000000000095004
42,5,1.0,1.94990192e-12
42,6,0.79042105,-0.1991
42,7,0.36936842,-0.4
42,8,0.36936842,0.0
42,9,0.0,-0.3509
42,10,0.0,0.0
42,11,0.0,0.0
42,12,0.0,0.0
42,13,0.24,0.25263158000095004
42,14,0.62,0.40000000000095004
42,15,1.0,0.40000000000095004
42,16,1.0,-1.0000778e-12
42,17,0.57894737,-0.4
42,18,0.15789474,-0.4
42,19,0.0,-0.15
42,20,0.0,0.0
42,21,0.0,0.0
42,22,0.0,0.0
42,23,0.0,-1e-12
43,0,0.0,0.0
43,1,0.0,0.0
43,2,1e-12,9.5e-13
43,3,0.38,0.40000000000095004
43,4,0.62,0.25263158000095004
43,5,1.0,0.40000000000095004
43,6,1.0,1.94990192e-12
43,7,0.75347368,-0.2342
43,8,0.42105263,-0.3158
43,9,0.0,-0.4
43,10,0.0,0.0
43,11,0.38,0.4
43,12,0.38,0.0
43,13,0.62,0.25263158
43,14,1.0,0.4
43,15,1.0,-1.0000778e-12
43,16,1.0,0.0
43,17,0.73947368,-0.2475
43,18,0.31842105,-0.4
43,19,0.0,-0.3025
43,20,0.0,0.0
43,21,0.0,0.0
43,22,0.0,0.0
43,23,0.0,-1e-12
44,0,0.0,0.0
44,1,1e-12,9.5e-13
44,2,1e-12,0.0
44,3,0.0,-9.5e-13
44,4,1e-12,9.5e-13
44,5,1e-12,0.0
44,6,0.0,-9.5e-13
44,7,0.0,0.0
44,8,0.0,0.0
44,9,0.0,0.0
44,10,1e-12,9.5e-13
44,11,0.21397,0.22523158000094998
44,12,0.59397,0.40000000000095004
44,13,0.92495,0.34840000000095
44,14,1.0,0.07900000000095
44,15,1.0,-4.9993343e-14
44,16,0.84210526,-0.15
44,17,0.42105263,-0.4
44,18,0.0,-0.4
44,19,0.0,0.0
44,20,0.0,0.0
44,21,0.0,0.0
44,22,0.0,0.0
44,23,0.0,-1e-12
45,0,0.0,0.0
45,1,0.0,0.0
45,2,0.0,0.0
45,3,0.0,0.0
45,4,0.0,0.0
45,5,0.0,0.0
45,6,0.24,0.25263158000095004
45,7,0.62,0.4
45,8,1.0,0.40000000000095004
45,9,0.57894737,-0.4
45,10,0.57894737,0.0
45,11,0.57894737,0.0
45,12,0.15789474,-0.4
45,13,0.53789474,0.4
45,14,0.91789474,0.4
45,15,1.0,0.086426593
45,16,1.0,0.0
45,17,0.57894737,-0.4
45,18,0.15789474,-0.4
45,19,0.15789474,0.0
45,20,0.0,-0.15
45,21,0.0,0.0
45,22,0.0,0.0
45,23,0.0,0.0
46,0,0.0,0.0
46,1,0.24,0.25263158000095004
46,2,0.24,9.5e-13
46,3,0.24,9.5e-13
46,4,0.62,0.40000000000095004
46,5,1.0,0.40000000000095004
46,6,0.69494737,-0.2898
46,7,0.27389474,-0.4
46,8,0.0,-0.2602
46,9,0.0,0.0
46,10,1e-12,9.5e-13
46,11,2e-12,9.5e-13
46,12,0.38,0.4
46,13,0.62,0.25263158
46,14,1.0,0.4
46,15,1.0,0.0
46,16,1.0,1.94990192e-12
46,17,0.57894737,-0.4
46,18,0.15789474,-0.4
46,19,0.0,-0.15
46,20,0.0,0.0
46,21,0.0,0.0
46,22,0.0,0.0
46,23,0.0,-1e-12
47,0,1e-12,9.5e-13
47,1,2e-12,9.5e-13
47,2,3e-12,9.5e-13
47,3,4e-12,9.5e-13
47,4,0.38,0.40000000000095004
47,5,0.46210526,0.08642659300095
47,6,0.84210526,0.40000000000095004
47,7,0.42105263,-0.4
47,8,0.0,-0.4
47,9,0.0,0.0
47,10,1e-12,9.5e-13
47,11,2e-12,9.5e-13
47,12,0.24,0.25263158000095004
47,13,0.62,0.40000000000095004
47,14,1.0,0.40000000000095004
47,15,1.0,9.5e-13
47,16,1.0,0.0
47,17,0.57894737,-0.4
47,18,0.15789474,-0.4
47,19,0.0,-0.15
47,20,0.0,0.0
47,21,0.0,0.0
47,22,1e-12,9.5e-13
47,23,0.0,-1.95e-12
48,0,1e-12,9.5e-13
48,1,0.38,0.40000000000095004
48,2,0.38,9.5e-13
48,3,0.38,9.5e-13
48,4,0.52663158,0.15434903000095
48,5,0.52663158,9.5e-13
48,6,0.168,-0.3407
48,7,0.0,-0.1596
48,8,0.0,0.0
48,9,0.0,0.0
48,10,1e-12,9.5e-13
48,11,2e-12,9.5e-13
48,12,0.24,0.25263158000095004
48,13,0.62,0.40000000000095004
48,14,0.62,9.5e-13
48,15,1.0,0.40000000000095004
48,16,1.0,-4.9993343e-14
48,17,0.57894737,-0.4
48,18,0.15789474,-0.4
48,19,0.0,-0.15
48,20,0.0,0.0
48,21,0.0,0.0
48,22,0.0,0.0
48,23,0.0,-1e-12
49,0,0.082105263,0.08642659300095
49,1,0.082105263,9.5e-13
49,2,0.46210526,0.40000000000095004
49,3,0.46210526,9.5e-13
49,4,0.84210526,0.40000000000095004
49,5,0.84210526,9.5e-13
49,6,0.42105263,-0.4
49,7,0.0,-0.4
49,8,0.0,0.0
49,9,0.0,0.0
49,10,1e-12,9.5e-13
49,11,2e-12,9.5e-13
49,12,0.24,0.25263158
49,13,0.62,0.4
49,14,1.0,0.4
49,15,1.0,0.0
49,16,1.0,0.0
49,17,0.57894737,-0.4
49,18,0.15789474,-0.4
49,19,0.0,-0.15
49,20,0.0,0.0
49,21,1e-12,9.5e-13
49,22,2e-12,9.5e-13
49,23,0.0,-2.9e-12
50,0,1e-12,9.5e-13
50,1,2e-12,9.5e-13
50,2,0.38,0.40000000000095004
50,3,0.38,9.5e-13
50,4,0.736,0.37473684000095003
50,5,0.736,9.5e-13
50,6,0.56494737,-0.1625
50,7,0.42105263,-0.1367
50,8,0.0,-0.4
50,9,0.0,0.0
50,10,1e-12,9.5e-13
50,11,0.38,0.40000000000095004
50,12,0.76,0.40000000000095004
50,13,1.0,0.25263158000095004
50,14,1.0,9.5e-13
50,15,1.0,9.5e-13
50,16,0.84210526,-0.15
50,17,0.42105263,-0.4
50,18,0.0,-0.4
50,19,0.0,0.0
50,20,0.0,0.0
50,21,0.0,0.0
50,22,0.0,0.0
50,23,0.0,-1e-12
51,0,0.090155,0.09490000000095
51,1,0.22211,0.13890000000094999
51,2,0.40375,0.19120000000095
51,3,0.62111,0.22880000000095
51,4,0.86165,0.25320000000095
51,5,1.0,0.14563158000095
51,6,1.0,-1.0000778e-12
51,7,1.0,9.5e-13
51,8,0.57894737,-0.4
51,9,0.15789474,-0.4
51,10,0.15789474,0.0
51,11,0.15789474,9.5e-13
51,12,0.53789474,0.40000000000095004
51,13,0.62,0.08642659300095
51,14,1.0,0.40000000000095004
51,15,1.0,9.5e-13
51,16,0.84210526,-0.15
51,17,0.42105263,-0.4
51,18,0.0,-0.4
51,19,0.0,0.0
51,20,0.0,0.0
51,21,0.0,0.0
51,22,0.0,0.0
51,23,0.0,-1e-12
52,0,0.19905263,0.20952909000095
52,1,0.19905263,9.5e-13
52,2,0.19905263,9.5e-13
52,3,0.19905263,9.5e-13
52,4,0.19905263,9.5e-13
52,5,0.19905263,9.5e-13
52,6,0.0,-0.1891
52,7,0.0,0.0
52,8,1e-12,9.5e-13
52,9,0.0,-9.5e-13
52,10,1e-12,9.5e-13
52,11,2e-12,9.5e-13
52,12,2e-12,0.0
52,13,0.38,0.4
52,14,0.76,0.4
52,15,1.0,0.25263158000095004
52,16,0.97284211,-0.0258
52,17,0.55178947,-0.4
52,18,0.13073684,-0.4
52,19,0.13073684,0.0
52,20,0.0,-0.1242
52,21,0.0,0.0
52,22,0.0,0.0
52,23,0.0,-1e-12
53,0,1e-12,9.5e-13
53,1,2e-12,9.5e-13
53,2,3e-12,9.5e-13
53,3,0.36442105,0.38360111000095004
53,4,0.74442105,0.40000000000095004
53,5,0.74442105,9.5e-13
53,6,0.42105263,-0.3072
53,7,0.0,-0.4
53,8,0.0,0.0
53,9,0.0,0.0
53,10,0.0,0.0
53,11,1e-12,9.5e-13
53,12,0.38,0.40000000000095004
53,13,0.76,0.40000000000095004
53,14,1.0,0.25263158000095004
53,15,1.0,9.5e-13
53,16,1.0,9.9990192e-13
53,17,0.59631579,-0.3835
53,18,0.17526316,-0.4
53,19,0.0,-0.1665
53,20,0.0,0.0
53,21,0.0,0.0
53,22,1e-12,9.5e-13
53,23,0.0,-1.95e-12
54,0,0.06707,0.07060000000095
54,1,0.120365,0.056100000000949994
54,2,0.145635,0.02660000000095
54,3,0.161595,0.01680000000095
54,4,0.53926316,0.39754543000095
54,5,0.91926316,0.40000000000095004
54,6,0.84210526,-0.0733
54,7,0.42105263,-0.4
54,8,0.0,-0.4
54,9,0.0,0.0
54,10,1e-12,9.5e-13
54,11,2e-12,9.5e-13
54,12,0.24,0.25263158000095004
54,13,0.24,9.5e-13
54,14,0.62,0.40000000000095004
54,15,1.0,0.40000000000095004
54,16,1.0,1.94990192e-12
54,17,0.57894737,-0.4
54,18,0.15789474,-0.4
54,19,0.0,-0.15
54,20,0.0,0.0
54,21,0.0,0.0
54,22,0.0,0.0
54,23,0.0,-1e-12
55,0,1e-12,9.5e-13
55,1,2e-12,9.5e-13
55,2,3e-12,9.5e-13
55,3,4e-12,9.5e-13
55,4,0.21378947,0.22504155000095
55,5,0.21378947,0.0
55,6,0.10705263,-0.1014
55,7,0.0018947368,-0.0999
55,8,0.0,-0.0018
55,9,0.0,0.0
55,10,0.38,0.40000000000095004
55,11,0.76,0.40000000000095004
55,12,0.76,9.5e-13
55,13,0.76,9.5e-13
55,14,1.0,0.25263158000095004
55,15,1.0,-5.0204285e-14
55,16,0.84210526,-0.15
55,17,0.42105263,-0.4
55,18,0.0,-0.4
55,19,0.0,0.0
55,20,0.0,0.0
55,21,0.0,0.0
55,22,1e-12,9.5e-13
55,23,0.0,-1.95e-12
56,0,0.33473684,0.35235457000095
56,1,0.33473684,9.5e-13
56,2,0.33473684,9.5e-13
56,3,0.33473684,9.5e-13
56,4,0.33473684,9.5e-13
56,5,0.33473684,9.5e-13
56,6,0.17726316,-0.1496
56,7,0.0,-0.1684
56,8,0.0,0.0
56,9,0.0,0.0
56,10,0.026915,0.02833157900095
56,11,0.026915,9.5e-13
56,12,0.026915,9.5e-13
56,13,0.406915,0.40000000000095004
56,14,0.786915,0.40000000000095004
56,15,1.0,0.22430000000095
56,16,0.84210526,-0.15
56,17,0.42105263,-0.4
56,18,0.0,-0.4
56,19,0.0,0.0
56,20,0.0,0.0
56,21,0.0,0.0
56,22,0.0,0.0
56,23,0.0,-1e-12
57,0,0.38,0.40000000000095004
57,1,0.76,0.40000000000095004
57,2,0.55157895,-0.198
57,3,0.33031579,-0.2102
57,4,0.62,0.30493075000095
57,5,1.0,0.40000000000095004
57,6,0.66557895,-0.3177
57,7,0.42105263,-0.2323
57,8,0.0,-0.4
57,9,0.0,0.0
57,10,0.0,0.0
57,11,1e-12,9.5e-13
57,12,2e-12,9.5e-13
57,13,0.38,0.40000000000095004
57,14,0.76,0.40000000000095004
57,15,1.0,0.25263158000095004
57,16,0.84157895,-0.1505
57,17,0.42105263,-0.3995
57,18,0.0,-0.4
57,19,0.0,0.0
57,20,0.0,0.0
57,21,0.38,0.40000000000095004
57,22,0.0,-0.361
57,23,0.0,-1e-12
58,0,0.0,0.0
58,1,0.0,0.0
58,2,0.0,0.0
58,3,0.0,0.0
58,4,0.0,0.0
58,5,0.0,0.0
58,6,0.041052632,0.043213296
58,7,0.42105263,0.40000000000095004
58,8,0.0,-0.4
58,9,0.0,0.0
58,10,0.0,0.0
58,11,0.0,0.0
58,12,0.0,0.0
58,13,0.24,0.25263158000095004
58,14,0.62,0.40000000000095004
58,15,1.0,0.40000000000095004
58,16,0.63621053,-0.3456
58,17,0.42105263,-0.2044
58,18,0.0,-0.4
58,19,0.0,0.0
58,20,0.0,0.0
58,21,0.0,0.0
58,22,1e-12,9.5e-13
58,23,0.0,-9.5e-13
59,0,0.0,0.0
59,1,0.0,0.0
59,2,0.0,0.0
59,3,0.0,0.0
59,4,0.0,0.0
59,5,0.0,0.0
59,6,0.38,0.40000000000095004
59,7,0.76,0.40000000000095004
59,8,0.33894737,-0.4
59,9,0.0,-0.322
59,10,0.0,0.0
59,11,0.0,0.0
59,12,0.0,0.0
59,13,0.24,0.25263158
59,14,0.62,0.4
59,15,1.0,0.40000000000095004
59,16,1.0,1.94966818e-12
59,17,0.57894737,-0.4
59,18,0.15789474,-0.4
59,19,0.0,-0.15
59,20,0.0,0.0
59,21,0.0,0.0
59,22,0.0,0.0
59,23,0.0,0.0
60,0,1e-12,9.5e-13
60,1,0.38,0.40000000000095004
60,2,0.62,0.25263158000095004
60,3,0.62,9.5e-13
60,4,1.0,0.40000000000095004
60,5,1.0,0.0
60,6,0.85747368,-0.1354
60,7,0.43642105,-0.4
60,8,0.015368421,-0.4
60,9,0.0,-0.0146
60,10,0.0,0.0
60,11,-1.0526316e-12,-1e-12
60,12,-1.0526316e-12,0.0
60,13,0.24,0.25263158
60,14,0.62,0.4
60,15,1.0,0.4
60,16,1.0,0.0
60,17,0.75831579,-0.2296
60,18,0.33726316,-0.4
60,19,0.0,-0.3204
60,20,0.0,0.0
60,21,0.0,0.0
60,22,1e-12,9.5e-13
60,23,0.0,-1.95e-12
61,0,0.0,0.0
61,1,0.0,0.0
61,2,0.24,0.25263158000095004
61,3,0.62,0.40000000000095004
61,4,1.0,0.40000000000095004
61,5,0.83452632,-0.1572
61,6,0.57263158,-0.2488
61,7,0.33105263,-0.2295
61,8,0.0,-0.3145
61,9,0.0,0.0
61,10,1e-12,9.5e-13
61,11,2e-12,9.5e-13
61,12,0.38,0.40000000000095004
61,13,0.76,0.40000000000095004
61,14,1.0,0.25263158000095004
61,15,1.0,-4.9993343e-14
61,16,0.84210526,-0.15
61,17,0.42105263,-0.4
61,18,0.0,-0.4
61,19,0.0,0.0
61,20,0.0,0.0
61,21,0.0,0.0
61,22,0.0,0.0
61,23,0.0,-1e-12
62,0,0.0,0.0
62,1,0.0,0.0
62,2,1e-12,9.5e-13
62,3,0.38,0.40000000000095004
62,4,0.71463158,0.35224377000095003
62,5,0.71463158,9.5e-13
62,6,0.42105263,-0.2789
62,7,0.0,-0.4
62,8,1e-12,9.5e-13
62,9,0.0,-9.5e-13
62,10,0.0,0.0
62,11,1e-12,9.5e-13
62,12,2e-12,9.5e-13
62,13,0.38,0.40000000000095004
62,14,0.76,0.40000000000095004
62,15,1.0,0.25263158000095004
62,16,1.0,-4.9993343e-14
62,17,0.57894737,-0.4
62,18,0.15789474,-0.4
62,19,0.0,-0.15
62,20,0.0,0.0
62,21,0.0,0.0
62,22,1e-12,9.5e-13
62,23,0.0,-1.95e-12
63,0,0.0,0.0
63,1,0.38,0.40000000000095004
63,2,0.38133,0.00140000000095
63,3,0.39501,0.01440000000095
63,4,0.41344,0.01940000000095
63,5,0.41895,0.005800000000949999
63,6,0.32516053,-0.0891
63,7,0.25379211,-0.0678
63,8,0.0,-0.2411025
63,9,0.0,0.0
63,10,1e-12,9.5e-13
63,11,2e-12,9.5e-13
63,12,0.24,0.25263158000095004
63,13,0.62,0.40000000000095004
63,14,1.0,0.40000000000095004
63,15,1.0,9.5e-13
63,16,0.84210526,-0.15
63,17,0.42105263,-0.4
63,18,0.0,-0.4
63,19,0.0,0.0
63,20,1e-12,9.5e-13
63,21,0.0,-9.5e-13
63,22,0.0,0.0
63,23,0.0,-1e-12
64,0,0.04389,0.046200000000949995
64,1,0.21412605,0.17919584000094999
64,2,0.24595105,0.03350000000095
64,3,0.27084105,0.02620000000095
64,4,0.28642105,0.016400000000950002
64,5,0.28642105,0.0
64,6,0.15442105,-0.1254
64,7,0.0,-0.1467
64,8,0.0,0.0
64,9,0.0,0.0
64,10,1e-12,9.5e-13
64,11,2e-12,9.5e-13
64,12,0.10263,0.10803158000095
64,13,0.48263,0.40000000000095004
64,14,0.86263,0.40000000000095004
64,15,1.0,0.14460000000095
64,16,0.84210526,-0.15
64,17,0.42105263,-0.4
64,18,0.0,-0.4
64,19,0.0,0.0
64,20,0.0,0.0
64,21,0.0,0.0
64,22,0.0,0.0
64,23,0.0,-1e-12
65,0,1e-12,9.5e-13
65,1,2e-12,9.5e-13
65,2,0.046842105,0.04930747900095
65,3,0.42684211,0.40000000000095004
65,4,0.30652632,-0.1143
65,5,0.30652632,9.5e-13
65,6,0.30652632,9.5e-13
65,7,0.10147368,-0.1948
65,8,0.0,-0.0964
65,9,0.0,0.0
65,10,0.0,0.0
65,11,1e-12,9.5e-13
65,12,0.357675,0.37650000000095
65,13,0.710125,0.37100000000095
65,14,0.954275,0.25700000000095
65,15,1.0,0.04813157900095
65,16,0.84210526,-0.15
65,17,0.42105263,-0.4
65,18,0.0,-0.4
65,19,0.0,0.0
65,20,0.0,0.0
65,21,0.0,0.0
65,22,1e-12,9.5e-13
65,23,0.0,-1.95e-12
66,0,0.0,0.0
66,1,0.0,0.0
66,2,1e-12,9.5e-13
66,3,2e-12,9.5e-13
66,4,0.0,-1.9e-12
66,5,1e-12,9.5e-13
66,6,0.0,-9.5e-13
66,7,0.0,0.0
66,8,1e-12,9.5e-13
66,9,0.0,-9.5e-13
66,10,1e-12,9.5e-13
66,11,2e-12,9.5e-13
66,12,3e-12,9.5e-13
66,13,0.30745,0.32363158000095
66,14,0.68745,0.40000000000095004
66,15,1.0,0.32900000000095003
66,16,0.84210526,-0.15
66,17,0.42105263,-0.4
66,18,0.0,-0.4
66,19,0.0,0.0
66,20,0.0,0.0
66,21,0.0,0.0
66,22,1e-12,9.5e-13
66,23,0.0,-1.95e-12
67,0,0.093955,0.09890000000095
67,1,0.143735,0.05240000000095
67,2,0.24,0.10133158000095001
67,3,0.62,0.40000000000095004
67,4,1.0,0.40000000000095004
67,5,1.0,1.94990192e-12
67,6,1.0,9.5e-13
67,7,0.64578947,-0.3365
67,8,0.28357895,-0.3441
67,9,0.022842105,-0.2477
67,10,0.0,-0.0217
67,11,0.2698,0.28400000000095
67,12,0.6498,0.40000000000095004
67,13,0.78131,0.13843158000095
67,14,1.0,0.23020000000094998
67,15,1.0,-5.0204285e-14
67,16,0.57894737,-0.4
67,17,0.15789474,-0.4
67,18,0.0,-0.15
67,19,0.0,0.0
67,20,0.0,0.0
67,21,0.0,0.0
67,22,1e-12,9.5e-13
67,23,0.0,-1.95e-12
68,0,1e-12,9.5e-13
68,1,2e-12,9.5e-13
68,2,0.38,0.40000000000095004
68,3,0.76,0.40000000000095004
68,4,0.76,9.5e-13
68,5,0.76,9.5e-13
68,6,0.76,9.5e-13
68,7,0.34084211,-0.3982
68,8,0.0,-0.3238
68,9,0.0,0.0
68,10,1e-12,9.5e-13
68,11,0.38,0.40000000000095004
68,12,0.40055,0.021631579000950002
68,13,0.78055,0.40000000000095004
68,14,1.0,0.23100000000095
68,15,1.0,-4.9993343e-14
68,16,0.58221053,-0.3969
68,17,0.16115789,-0.4
68,18,0.0,-0.1531
68,19,0.0,0.0
68,20,0.0,0.0
68,21,0.0,0.0
68,22,0.0,0.0
68,23,0.0,-1e-12
69,0,1e-12,9.5e-13
69,1,2e-12,9.5e-13
69,2,3e-12,9.5e-13
69,3,0.38,0.40000000000095004
69,4,0.62,0.25263158000095004
69,5,1.0,0.40000000000095004
69,6,1.0,9.5e-13
69,7,0.57894737,-0.4
69,8,0.42105263,-0.15
69,9,0.0,-0.4
69,10,1e-12,9.5e-13
69,11,2e-12,9.5e-13
69,12,0.38,0.40000000000095004
69,13,0.76,0.40000000000095004
69,14,1.0,0.25263158000095004
69,15,1.0,-4.9993343e-14
69,16,1.0,0.0
69,17,0.71221053,-0.2734
69,18,0.30010526,-0.3915
69,19,0.0,-0.2851
69,20,0.0,0.0
69,21,0.0,0.0
69,22,0.0,0.0
69,23,0.0,-1e-12
70,0,0.041515,0.04370000000095
70,1,0.081225,0.041800000000949994
70,2,0.12236,0.043300000000949995
70,3,0.1748,0.055200000000949996
70,4,0.42870474,0.26726814000095
70,5,0.44789474,0.02020000000095
70,6,0.35063158,-0.0924
70,7,0.15410526,-0.1867
70,8,0.0,-0.1464
70,9,0.0,0.0
70,10,1e-12,9.5e-13
70,11,0.302005,0.31790000000095003
70,12,0.58428,0.29713158000095
70,13,0.96428,0.40000000000095004
70,14,0.96428,9.5e-13
70,15,1.0,0.03760000000095
70,16,0.84210526,-0.15
70,17,0.42105263,-0.4
70,18,0.0,-0.4
70,19,0.0,0.0
70,20,0.0,0.0
70,21,0.0,0.0
70,22,0.0,0.0
70,23,0.0,-1e-12
71,0,1e-12,9.5e-13
71,1,0.067368421,0.07091412700095
71,2,0.067368421,9.5e-13
71,3,0.44736842,0.40000000000095004
71,4,0.82736842,0.40000000000095004
71,5,0.82736842,9.5e-13
71,6,0.51642105,-0.2954
71,7,0.095368421,-0.4
71,8,0.0,-0.0906
71,9,0.0,0.0
71,10,1e-12,9.5e-13
71,11,0.113935,0.11993158000095
71,12,0.493935,0.40000000000095004
71,13,0.873935,0.40000000000095004
71,14,1.0,0.13270000000095
71,15,1.0,-4.9993343e-14
71,16,0.84210526,-0.15
71,17,0.42105263,-0.4
71,18,0.0,-0.4
71,19,0.0,0.0
71,20,0.0,0.0
71,21,0.0,0.0
71,22,1e-12,9.5e-13
71,23,0.0,-1.95e-12
72,0,1e-12,9.5e-13
72,1,2e-12,9.5e-13
72,2,3e-12,9.5e-13
72,3,0.14936842,0.15722992000094999
72,4,0.14936842,9.5e-13
72,5,0.14936842,9.5e-13
72,6,0.14936842,9.5e-13
72,7,0.14936842,0.0
72,8,0.018526316,-0.1243
72,9,0.0,-0.0176
72,10,0.09462,0.09960000000095
72,11,0.26315,0.17740000000095
72,12,0.46949,0.21720000000095
72,13,0.755375,0.30093158000095
72,14,0.912315,0.16520000000095
72,15,1.0,0.09230000000095
72,16,0.84210526,-0.15
72,17,0.42105263,-0.4
72,18,0.0,-0.4
72,19,0.0,0.0
72,20,1e-12,9.5e-13
72,21,2e-12,9.5e-13
72,22,0.097473684,0.10260388000095
72,23,0.0,-0.0926
73,0,0.0,0.0
73,1,1e-12,9.5e-13
73,2,0.0,-9.5e-13
73,3,1e-12,9.5e-13
73,4,0.38,0.40000000000095004
73,5,0.66320105,0.29810637000095
73,6,0.52351684,-0.1327
73,7,0.37393789,-0.1421
73,8,0.27078,-0.098
73,9,0.27078,9.5e-13
73,10,0.27078,9.5e-13
73,11,0.65078,0.40000000000095004
73,12,0.90329,0.26580000000095
73,13,1.0,0.10180000000095
73,14,1.0,-4.9993343e-14
73,15,1.0,-4.9993343e-14
73,16,0.84210526,-0.15
73,17,0.42105263,-0.4
73,18,0.0,-0.4
73,19,0.0,0.0
73,20,0.0,0.0
73,21,0.0,0.0
73,22,0.29410526,0.30958449000095
73,23,0.0,-0.2794
74,0,0.38,0.40000000000095004
74,1,0.76,0.40000000000095004
74,2,0.76,9.5e-13
74,3,0.89531,0.14243158000095
74,4,1.0,0.11020000000095001
74,5,1.0,0.0
74,6,1.0,1.94990192e-12
74,7,1.0,-1.9024893e-12
74,8,1.0,9.5e-13
74,9,1.0,-9.5008446e-13
74,10,1.0,9.5e-13
74,11,1.0,9.5e-13
74,12,1.0,-4.7501059e-12
74,13,1.0,9.5e-13
74,14,1.0,9.5e-13
74,15,1.0,9.5e-13
74,16,0.84210526,-0.15
74,17,0.42105263,-0.4
74,18,0.0,-0.4
74,19,0.0,0.0
74,20,0.0,0.0
74,21,0.0,0.0
74,22,0.0,0.0
74,23,0.0,-1e-12
75,0,0.0,0.0
75,1,1e-12,9.5e-13
75,2,0.282245,0.29710000000095
75,3,0.54454,0.27610000000095003
75,4,0.768645,0.23590000000095
75,5,0.94468,0.18530000000094998
75,6,0.99826,0.056400000000949996
75,7,0.92541789,-0.0692
75,8,0.50436526,-0.4
75,9,0.083312632,-0.4
75,10,0.0,-0.079147
75,11,1e-12,9.5e-13
75,12,0.251875,0.26513158000095
75,13,0.631875,0.40000000000095004
75,14,0.886,0.26750000000095003
75,15,1.0,0.12000000000095
75,16,0.84210526,-0.15
75,17,0.42105263,-0.4
75,18,0.0,-0.4
75,19,0.0,0.0
75,20,0.0,0.0
75,21,0.0,0.0
75,22,0.0,0.0
75,23,0.0,-1e-12
76,0,0.38,0.40000000000095004
76,1,0.38,9.5e-13
76,2,0.38,9.5e-13
76,3,0.76,0.40000000000095004
76,4,1.0,0.25263158000095004
76,5,1.0,9.5e-13
76,6,0.80010526,-0.1899
76,7,0.54273684,-0.2445
76,8,0.12168421,-0.4
76,9,0.0,-0.1156
76,10,1e-12,9.5e-13
76,11,0.38,0.40000000000095004
76,12,0.76,0.40000000000095004
76,13,1.0,0.25263158000095004
76,14,1.0,9.5e-13
76,15,1.0,9.5e-13
76,16,0.71347368,-0.2722
76,17,0.29242105,-0.4
76,18,0.0,-0.2778
76,19,0.0,0.0
76,20,0.0,0.0
76,21,0.0,0.0
76,22,1e-12,9.5e-13
76,23,0.0,-1.95e-12
77,0,0.26968421,0.28387812000095003
77,1,0.0,-0.2562
77,2,0.0,0.0
77,3,0.24,0.25263158000095004
77,4,0.24,9.5e-13
77,5,0.62,0.40000000000095004
